Date,Time,Transaction ID,Type,Customer Name,Item Name,Size,Category,Payment Method,Gross Sales,Discounts,Net Sales,Tax,Tip,Total Collected,Fees,Net Total
2025-07-01,14:50:59,TXN-25409,Sale,Parker A.,Chamomile Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-07-01,14:52:09,TXN-25337,Sale,Sam C.,Salted Caramel Latte,12 oz,seasonal drink,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-07-01,15:07:14,TXN-25340,Sale,Drew M.,Americano,12 oz,coffee,Apple Pay,3.50,0.00,3.50,0.32,0.94,4.76,0.27,4.49
2025-07-01,15:09:53,TXN-25371,Sale,Kai L.,Bourbon Vanilla Affogato,16 oz,seasonal drink,Cash,6.25,0.00,6.25,0.57,0.00,6.82,0.00,6.82
2025-07-01,15:20:30,TXN-25345,Sale,Alex A.,Matcha Latte,16 oz,tea,Credit Card,6.50,0.00,6.50,0.59,0.77,7.86,0.35,7.51
2025-07-01,15:31:26,TXN-25399,Sale,Quinn E.,White Mocha,16 oz,coffee,Cash,6.25,0.00,6.25,0.57,0.00,6.82,0.00,6.82
2025-07-01,16:29:56,TXN-25350,Sale,Casey J.,Lavender Matcha Latte,16 oz,seasonal drink,Apple Pay,6.50,0.00,6.50,0.59,1.99,9.08,0.38,8.70
2025-07-01,16:34:02,TXN-25381,Sale,Alex X.,Latte,16 oz,coffee,Credit Card,6.25,0.00,6.25,0.57,0.00,6.82,0.32,6.50
2025-07-01,16:58:08,TXN-25387,Sale,Riley I.,Earl Gray Loose Leaf Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.78,5.14,0.28,4.86
2025-07-01,17:01:02,TXN-25364,Sale,Reese Q.,White Mocha,16 oz,coffee,Cash,6.25,0.00,6.25,0.57,0.00,6.82,0.00,6.82
2025-07-02,07:20:09,TXN-25461,Sale,Rowan F.,Watermelon Mint Refresher,12 oz,seasonal drink,Credit Card,5.25,0.00,5.25,0.48,0.83,6.56,0.31,6.25
2025-07-02,07:40:42,TXN-25500,Sale,Kai J.,Earl Gray Latte,12 oz,tea,Apple Pay,5.00,0.00,5.00,0.46,0.69,6.15,0.30,5.85
2025-07-02,07:48:23,TXN-25433,Sale,Jordan K.,Chamomile Tea,12 oz,tea,Cash,4.00,0.00,4.00,0.36,0.00,4.36,0.00,4.36
2025-07-02,08:15:02,TXN-25469,Sale,Rowan A.,Dark Mocha,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.69,6.96,0.32,6.64
2025-07-02,08:15:44,TXN-25509,Sale,Avery P.,Earl Gray Latte,16 oz,tea,Credit Card,5.50,0.00,5.50,0.50,0.34,6.34,0.31,6.03
2025-07-02,08:15:56,TXN-25450,Sale,Kai P.,Salted Caramel Latte,12 oz,seasonal drink,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-07-02,08:46:31,TXN-25442,Sale,Reese H.,Americano,16 oz,coffee,Credit Card,4.00,0.00,4.00,0.36,0.74,5.10,0.28,4.82
2025-07-02,08:50:59,TXN-25486,Sale,Sam I.,Watermelon Mint Refresher,16 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,1.43,7.70,0.34,7.36
2025-07-02,08:57:27,TXN-25451,Sale,Drew C.,Earl Gray Loose Leaf Tea,12 oz,tea,Cash,4.00,0.00,4.00,0.36,0.00,4.36,0.00,4.36
2025-07-02,09:02:30,TXN-25460,Sale,Sam F.,Earl Gray Loose Leaf Tea,16 oz,tea,Apple Pay,4.50,0.00,4.50,0.41,1.50,6.41,0.31,6.10
2025-07-02,09:02:59,TXN-25444,Sale,Kai C.,Matcha Latte,16 oz,tea,Cash,6.50,0.00,6.50,0.59,0.00,7.09,0.00,7.09
2025-07-02,09:05:06,TXN-25458,Sale,Taylor E.,Earl Gray Loose Leaf Tea,16 oz,tea,Credit Card,4.50,0.00,4.50,0.41,0.00,4.91,0.27,4.64
2025-07-02,09:05:31,TXN-25499,Sale,Hayden T.,Salted Caramel Latte,12 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-07-02,09:09:04,TXN-25487,Sale,Kai O.,Chamomile Tea,12 oz,tea,Cash,4.00,0.00,4.00,0.36,0.00,4.36,0.00,4.36
2025-07-02,09:10:17,TXN-25462,Sale,Cameron M.,Americano,12 oz,coffee,Cash,3.50,0.00,3.50,0.32,0.00,3.82,0.00,3.82
2025-07-02,09:10:43,TXN-25504,Sale,Robin N.,Latte,12 oz,coffee,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-07-02,09:13:16,TXN-25432,Sale,Elliot V.,Lavender Matcha Latte,16 oz,seasonal drink,Credit Card,6.50,0.00,6.50,0.59,0.00,7.09,0.33,6.76
2025-07-02,09:14:31,TXN-25448,Sale,Riley Y.,White Mocha,16 oz,coffee,Credit Card,6.25,0.00,6.25,0.57,0.12,6.94,0.32,6.62
2025-07-02,09:16:14,TXN-25441,Sale,Elliot V.,Bourbon Vanilla Affogato,12 oz,seasonal drink,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-07-02,09:16:41,TXN-25476,Sale,Elliot I.,Salted Caramel Latte,12 oz,seasonal drink,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-07-02,09:22:27,TXN-25453,Sale,Morgan N.,White Mocha,16 oz,coffee,Credit Card,6.25,0.00,6.25,0.57,1.90,8.72,0.37,8.35
2025-07-02,09:23:08,TXN-25508,Sale,Morgan A.,Lavender Matcha Latte,12 oz,seasonal drink,Cash,6.00,0.00,6.00,0.55,0.00,6.55,0.00,6.55
2025-07-02,09:27:20,TXN-25429,Sale,Sam K.,Watermelon Mint Refresher,16 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-07-02,09:27:47,TXN-25471,Sale,Reese Z.,Watermelon Mint Refresher,12 oz,seasonal drink,Credit Card,5.25,0.00,5.25,0.48,2.10,7.83,0.35,7.48
2025-07-02,09:27:57,TXN-25457,Sale,Avery B.,Bourbon Vanilla Affogato,16 oz,seasonal drink,Apple Pay,6.25,0.00,6.25,0.57,0.65,7.47,0.34,7.13
2025-07-02,09:29:50,TXN-25470,Sale,Alex G.,Latte,12 oz,coffee,Credit Card,5.75,1.20,4.55,0.42,0.00,4.97,0.27,4.70
2025-07-02,09:32:56,TXN-25449,Sale,Casey F.,Latte,16 oz,coffee,Cash,6.25,0.00,6.25,0.57,0.00,6.82,0.00,6.82
2025-07-02,09:37:14,TXN-25505,Sale,Cameron L.,Dark Mocha,12 oz,coffee,Apple Pay,5.75,0.00,5.75,0.52,0.89,7.16,0.33,6.83
2025-07-02,09:42:07,TXN-25464,Sale,Parker R.,Latte,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.21,6.48,0.31,6.17
2025-07-02,09:50:39,TXN-25492,Sale,Robin Q.,Matcha Latte,12 oz,tea,Cash,6.00,0.00,6.00,0.55,0.00,6.55,0.00,6.55
2025-07-02,09:51:46,TXN-25507,Sale,Morgan H.,Watermelon Mint Refresher,16 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.49,6.76,0.32,6.44
2025-07-02,09:56:17,TXN-25438,Sale,Casey T.,Bourbon Vanilla Affogato,12 oz,seasonal drink,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-07-02,09:56:21,TXN-25501,Sale,Skyler I.,Dark Mocha,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-07-02,09:56:50,TXN-25490,Sale,Skyler E.,Matcha Latte,16 oz,tea,Apple Pay,6.50,0.65,5.85,0.53,1.37,7.75,0.34,7.41
2025-07-02,09:57:12,TXN-25447,Sale,Jamie S.,Matcha Latte,12 oz,tea,Credit Card,6.00,0.00,6.00,0.55,0.00,6.55,0.31,6.24
2025-07-02,09:59:02,TXN-25475,Sale,Quinn I.,Latte,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,1.68,8.50,0.36,8.14
2025-07-02,10:00:45,TXN-25497,Sale,Robin U.,Americano,12 oz,coffee,Cash,3.50,0.00,3.50,0.32,0.00,3.82,0.00,3.82
2025-07-02,10:08:49,TXN-25496,Sale,Robin F.,Dark Mocha,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-07-02,10:12:40,TXN-25435,Sale,Sam I.,Americano,12 oz,coffee,Credit Card,3.50,0.00,3.50,0.32,1.40,5.22,0.28,4.94
2025-07-02,10:15:06,TXN-25431,Sale,Alex B.,Matcha Latte,16 oz,tea,Cash,6.50,0.00,6.50,0.59,0.00,7.09,0.00,7.09
2025-07-02,10:15:38,TXN-25463,Sale,Kai I.,White Mocha,16 oz,coffee,Cash,6.25,0.62,5.63,0.51,0.00,6.14,0.00,6.14
2025-07-02,10:23:10,TXN-25427,Sale,Jamie W.,Bourbon Vanilla Affogato,16 oz,seasonal drink,Apple Pay,6.25,0.00,6.25,0.57,0.75,7.57,0.34,7.23
2025-07-02,10:27:07,TXN-25468,Sale,Skyler G.,Watermelon Mint Refresher,16 oz,seasonal drink,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-07-02,10:31:16,TXN-25452,Sale,Alex E.,Latte,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,0.00,6.82,0.32,6.50
2025-07-02,10:35:42,TXN-25426,Sale,Alex I.,Dark Mocha,12 oz,coffee,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-07-02,10:38:22,TXN-25472,Sale,Casey A.,Salted Caramel Latte,16 oz,seasonal drink,Cash,6.25,0.00,6.25,0.57,0.00,6.82,0.00,6.82
2025-07-02,10:38:29,TXN-25434,Sale,Skyler N.,Earl Gray Latte,12 oz,tea,Credit Card,5.00,0.00,5.00,0.46,1.09,6.55,0.31,6.24
2025-07-02,10:42:00,TXN-25443,Sale,Taylor C.,Latte,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.40,6.67,0.32,6.35
2025-07-02,10:44:34,TXN-25477,Sale,Elliot E.,Latte,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.52,6.79,0.32,6.47
2025-07-02,10:52:04,TXN-25498,Sale,Riley Y.,Chamomile Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-07-02,10:54:24,TXN-25480,Sale,Robin N.,Dark Mocha,12 oz,coffee,Apple Pay,5.75,0.00,5.75,0.52,1.13,7.40,0.34,7.06
2025-07-02,10:57:25,TXN-25474,Sale,Quinn W.,Americano,12 oz,coffee,Credit Card,3.50,0.00,3.50,0.32,0.14,3.96,0.25,3.71
2025-07-02,10:58:58,TXN-25436,Sale,Cameron V.,Latte,12 oz,coffee,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-07-02,11:00:56,TXN-25455,Sale,Reese T.,White Mocha,12 oz,coffee,Apple Pay,5.75,0.00,5.75,0.52,0.44,6.71,0.32,6.39
2025-07-02,11:01:39,TXN-25479,Sale,Morgan B.,Earl Gray Latte,12 oz,tea,Credit Card,5.00,0.00,5.00,0.46,0.05,5.51,0.29,5.22
2025-07-02,11:08:26,TXN-25425,Sale,Robin N.,Americano,12 oz,coffee,Cash,3.50,0.00,3.50,0.32,0.00,3.82,0.00,3.82
2025-07-02,11:09:48,TXN-25482,Sale,Jamie H.,Watermelon Mint Refresher,12 oz,seasonal drink,Apple Pay,5.25,0.00,5.25,0.48,0.73,6.46,0.31,6.15
2025-07-02,11:10:55,TXN-25502,Sale,Hayden E.,Americano,16 oz,coffee,Apple Pay,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-07-02,11:22:02,TXN-25488,Sale,Jordan L.,Americano,12 oz,coffee,Credit Card,3.50,0.00,3.50,0.32,0.74,4.56,0.26,4.30
2025-07-02,11:37:51,TXN-25459,Sale,Sam B.,Earl Gray Loose Leaf Tea,16 oz,tea,Apple Pay,4.50,0.00,4.50,0.41,0.23,5.14,0.28,4.86
2025-07-02,11:38:18,TXN-25467,Sale,Taylor X.,Dark Mocha,16 oz,coffee,Credit Card,6.25,0.00,6.25,0.57,0.56,7.38,0.33,7.05
2025-07-02,11:40:09,TXN-25484,Sale,Kai V.,Latte,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,0.00,6.82,0.32,6.50
2025-07-02,11:40:41,TXN-25478,Sale,Cameron K.,Chamomile Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.42,4.78,0.27,4.51
2025-07-02,11:57:25,TXN-25454,Sale,Drew Z.,Dark Mocha,12 oz,coffee,Apple Pay,5.75,1.04,4.71,0.43,0.00,5.14,0.28,4.86
2025-07-02,12:00:11,TXN-25506,Sale,Kai V.,Watermelon Mint Refresher,16 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-07-02,12:11:43,TXN-25437,Sale,Morgan Z.,Earl Gray Loose Leaf Tea,16 oz,tea,Credit Card,4.50,0.00,4.50,0.41,0.00,4.91,0.27,4.64
2025-07-02,12:14:27,TXN-25481,Sale,Drew B.,Matcha Latte,16 oz,tea,Credit Card,6.50,0.00,6.50,0.59,0.71,7.80,0.34,7.46
2025-07-02,12:19:44,TXN-25493,Sale,Skyler L.,Bourbon Vanilla Affogato,12 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,1.21,7.48,0.34,7.14
2025-07-02,12:52:48,TXN-25456,Sale,Riley B.,Dark Mocha,12 oz,coffee,Apple Pay,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-07-02,12:56:22,TXN-25495,Sale,Jamie L.,Chamomile Tea,16 oz,tea,Credit Card,4.50,0.00,4.50,0.41,0.54,5.45,0.29,5.16
2025-07-02,13:06:12,TXN-25473,Sale,Drew B.,Chamomile Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-07-02,13:24:39,TXN-25503,Sale,Taylor R.,Matcha Latte,12 oz,tea,Credit Card,6.00,1.09,4.91,0.45,0.72,6.08,0.30,5.78
2025-07-02,13:41:07,TXN-25491,Sale,Rowan C.,Earl Gray Latte,16 oz,tea,Credit Card,5.50,0.00,5.50,0.50,0.00,6.00,0.30,5.70
2025-07-02,13:51:14,TXN-25510,Sale,Sam F.,Bourbon Vanilla Affogato,16 oz,seasonal drink,Credit Card,6.25,0.62,5.63,0.51,1.36,7.50,0.34,7.16
2025-07-02,14:01:21,TXN-25465,Sale,Alex V.,Watermelon Mint Refresher,16 oz,seasonal drink,Apple Pay,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-07-02,14:04:31,TXN-25440,Sale,Parker A.,Earl Gray Loose Leaf Tea,12 oz,tea,Apple Pay,4.00,0.00,4.00,0.36,0.91,5.27,0.28,4.99
2025-07-02,14:34:51,TXN-25489,Sale,Parker U.,Bourbon Vanilla Affogato,16 oz,seasonal drink,Credit Card,6.25,0.00,6.25,0.57,0.86,7.68,0.34,7.34
2025-07-02,14:52:11,TXN-25428,Sale,Skyler S.,Matcha Latte,12 oz,tea,Apple Pay,6.00,0.72,5.28,0.48,0.58,6.34,0.31,6.03
2025-07-02,15:23:54,TXN-25445,Sale,Riley W.,White Mocha,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.32,6.59,0.31,6.28
2025-07-02,15:41:12,TXN-25439,Sale,Robin T.,White Mocha,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,0.91,7.73,0.34,7.39
2025-07-02,15:45:57,TXN-25446,Sale,Parker W.,Watermelon Mint Refresher,12 oz,seasonal drink,Credit Card,5.25,0.00,5.25,0.48,0.39,6.12,0.30,5.82
2025-07-02,15:47:09,TXN-25483,Sale,Quinn C.,Americano,12 oz,coffee,Credit Card,3.50,0.00,3.50,0.32,1.40,5.22,0.28,4.94
2025-07-02,15:47:13,TXN-25485,Sale,Rowan A.,Bourbon Vanilla Affogato,16 oz,seasonal drink,Apple Pay,6.25,0.00,6.25,0.57,0.24,7.06,0.33,6.73
2025-07-02,16:04:57,TXN-25466,Sale,Jamie K.,Matcha Latte,12 oz,tea,Cash,6.00,0.00,6.00,0.55,0.00,6.55,0.00,6.55
2025-07-02,16:45:53,TXN-25430,Sale,Kai A.,Dark Mocha,12 oz,coffee,Apple Pay,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-07-02,17:10:49,TXN-25494,Sale,Alex Y.,Salted Caramel Latte,16 oz,seasonal drink,Credit Card,6.25,0.00,6.25,0.57,0.58,7.40,0.34,7.06
2025-07-03,07:04:03,TXN-25516,Sale,Hayden V.,Earl Gray Loose Leaf Tea,12 oz,tea,Cash,4.00,1.41,2.59,0.24,0.00,2.83,0.00,2.83
2025-07-03,07:09:00,TXN-25560,Sale,Kai X.,Watermelon Mint Refresher,16 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.61,6.88,0.32,6.56
2025-07-03,07:14:40,TXN-25596,Sale,Avery W.,Chamomile Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.47,4.83,0.27,4.56
2025-07-03,07:51:37,TXN-25519,Sale,Jamie Y.,Dark Mocha,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.39,6.66,0.32,6.34
2025-07-03,07:58:19,TXN-25556,Sale,Skyler H.,Earl Gray Loose Leaf Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.28,4.64,0.27,4.37
2025-07-03,08:01:00,TXN-25583,Sale,Reese A.,Earl Gray Loose Leaf Tea,16 oz,tea,Apple Pay,4.50,0.90,3.60,0.33,0.00,3.93,0.25,3.68
2025-07-03,08:06:13,TXN-25600,Sale,Parker F.,Earl Gray Loose Leaf Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-07-03,08:07:17,TXN-25545,Sale,Elliot V.,Earl Gray Latte,16 oz,tea,Cash,5.50,0.00,5.50,0.50,0.00,6.00,0.00,6.00
2025-07-03,08:07:28,TXN-25547,Sale,Taylor F.,Matcha Latte,12 oz,tea,Apple Pay,6.00,0.00,6.00,0.55,1.91,8.46,0.36,8.10
2025-07-03,08:21:18,TXN-25557,Sale,Hayden V.,Watermelon Mint Refresher,16 oz,seasonal drink,Apple Pay,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-07-03,08:22:43,TXN-25588,Sale,Riley I.,Chamomile Tea,16 oz,tea,Apple Pay,4.50,0.00,4.50,0.41,0.27,5.18,0.28,4.90
2025-07-03,08:34:53,TXN-25554,Sale,Parker Z.,Earl Gray Latte,16 oz,tea,Credit Card,5.50,0.00,5.50,0.50,0.00,6.00,0.30,5.70
2025-07-03,08:35:52,TXN-25573,Sale,Jordan L.,Dark Mocha,16 oz,coffee,Credit Card,6.25,0.83,5.42,0.49,0.00,5.91,0.30,5.61
2025-07-03,08:41:07,TXN-25512,Sale,Elliot U.,Chamomile Tea,12 oz,tea,Cash,4.00,0.89,3.11,0.28,0.00,3.39,0.00,3.39
2025-07-03,08:42:31,TXN-25550,Sale,Riley G.,Earl Gray Latte,12 oz,tea,Apple Pay,5.00,0.00,5.00,0.46,1.44,6.90,0.32,6.58
2025-07-03,08:43:25,TXN-25605,Sale,Drew S.,Watermelon Mint Refresher,16 oz,seasonal drink,Apple Pay,5.75,1.32,4.43,0.40,1.77,6.60,0.32,6.28
2025-07-03,08:44:50,TXN-25538,Sale,Jordan R.,Salted Caramel Latte,16 oz,seasonal drink,Apple Pay,6.25,0.00,6.25,0.57,0.00,6.82,0.32,6.50
2025-07-03,08:45:11,TXN-25611,Sale,Quinn E.,Dark Mocha,16 oz,coffee,Credit Card,6.25,0.00,6.25,0.57,0.00,6.82,0.32,6.50
2025-07-03,08:48:22,TXN-25580,Sale,Taylor M.,Earl Gray Latte,16 oz,tea,Credit Card,5.50,0.00,5.50,0.50,0.71,6.71,0.32,6.39
2025-07-03,08:51:24,TXN-25597,Sale,Rowan Y.,Matcha Latte,16 oz,tea,Apple Pay,6.50,0.00,6.50,0.59,0.00,7.09,0.33,6.76
2025-07-03,08:54:08,TXN-25553,Sale,Jamie X.,White Mocha,16 oz,coffee,Cash,6.25,0.00,6.25,0.57,0.00,6.82,0.00,6.82
2025-07-03,08:55:52,TXN-25589,Sale,Rowan M.,Latte,16 oz,coffee,Credit Card,6.25,0.62,5.63,0.51,0.00,6.14,0.30,5.84
2025-07-03,08:56:22,TXN-25536,Sale,Parker W.,Earl Gray Loose Leaf Tea,12 oz,tea,Apple Pay,4.00,0.00,4.00,0.36,0.08,4.44,0.26,4.18
2025-07-03,08:59:04,TXN-25585,Sale,Cameron V.,Dark Mocha,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-07-03,09:00:27,TXN-25566,Sale,Taylor Y.,Americano,16 oz,coffee,Credit Card,4.00,0.00,4.00,0.36,0.81,5.17,0.28,4.89
2025-07-03,09:03:50,TXN-25584,Sale,Sam U.,Salted Caramel Latte,12 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.29,6.56,0.31,6.25
2025-07-03,09:05:29,TXN-25571,Sale,Kai Z.,Dark Mocha,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,0.00,6.82,0.32,6.50
2025-07-03,09:08:41,TXN-25515,Sale,Taylor I.,Chamomile Tea,16 oz,tea,Cash,4.50,0.00,4.50,0.41,0.00,4.91,0.00,4.91
2025-07-03,09:10:49,TXN-25607,Sale,Cameron A.,Americano,16 oz,coffee,Credit Card,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-07-03,09:11:56,TXN-25591,Sale,Morgan O.,Matcha Latte,12 oz,tea,Credit Card,6.00,0.00,6.00,0.55,1.32,7.87,0.35,7.52
2025-07-03,09:13:07,TXN-25525,Sale,Cameron Q.,White Mocha,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,0.65,7.47,0.34,7.13
2025-07-03,09:13:09,TXN-25577,Sale,Jordan Z.,Americano,12 oz,coffee,Cash,3.50,0.84,2.66,0.24,0.00,2.90,0.00,2.90
2025-07-03,09:15:35,TXN-25511,Sale,Avery C.,Lavender Matcha Latte,12 oz,seasonal drink,Apple Pay,6.00,0.00,6.00,0.55,1.49,8.04,0.35,7.69
2025-07-03,09:16:43,TXN-25542,Sale,Hayden Y.,White Mocha,16 oz,coffee,Cash,6.25,0.00,6.25,0.57,0.00,6.82,0.00,6.82
2025-07-03,09:18:27,TXN-25540,Sale,Reese U.,Dark Mocha,16 oz,coffee,Credit Card,6.25,0.00,6.25,0.57,0.40,7.22,0.33,6.89
2025-07-03,09:22:35,TXN-25534,Sale,Taylor Y.,Salted Caramel Latte,16 oz,seasonal drink,Cash,6.25,0.77,5.48,0.50,0.00,5.98,0.00,5.98
2025-07-03,09:23:21,TXN-25606,Sale,Skyler K.,Dark Mocha,16 oz,coffee,Cash,6.25,0.00,6.25,0.57,0.00,6.82,0.00,6.82
2025-07-03,09:23:28,TXN-25594,Sale,Morgan E.,Watermelon Mint Refresher,12 oz,seasonal drink,Credit Card,5.25,1.42,3.83,0.35,0.50,4.68,0.27,4.41
2025-07-03,09:30:57,TXN-25558,Sale,Riley B.,Latte,12 oz,coffee,Apple Pay,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-07-03,09:33:28,TXN-25576,Sale,Skyler O.,Earl Gray Latte,12 oz,tea,Apple Pay,5.00,0.00,5.00,0.46,1.55,7.01,0.33,6.68
2025-07-03,09:35:04,TXN-25537,Sale,Quinn C.,Lavender Matcha Latte,12 oz,seasonal drink,Apple Pay,6.00,0.00,6.00,0.55,0.00,6.55,0.31,6.24
2025-07-03,09:38:33,TXN-25555,Sale,Sam U.,Lavender Matcha Latte,12 oz,seasonal drink,Apple Pay,6.00,0.00,6.00,0.55,0.17,6.72,0.32,6.40
2025-07-03,09:43:49,TXN-25552,Sale,Cameron U.,Watermelon Mint Refresher,16 oz,seasonal drink,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-07-03,09:43:50,TXN-25603,Sale,Drew C.,Latte,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,0.22,7.04,0.33,6.71
2025-07-03,09:44:24,TXN-25524,Sale,Cameron T.,Earl Gray Loose Leaf Tea,12 oz,tea,Cash,4.00,0.57,3.43,0.31,0.00,3.74,0.00,3.74
2025-07-03,09:48:59,TXN-25539,Sale,Reese Q.,Watermelon Mint Refresher,16 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.29,6.56,0.31,6.25
2025-07-03,09:52:24,TXN-25612,Sale,Avery L.,Dark Mocha,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,2.25,9.07,0.38,8.69
2025-07-03,09:56:38,TXN-25530,Sale,Kai K.,Bourbon Vanilla Affogato,12 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.19,6.46,0.31,6.15
2025-07-03,09:56:52,TXN-25562,Sale,Riley J.,White Mocha,16 oz,coffee,Cash,6.25,0.00,6.25,0.57,0.00,6.82,0.00,6.82
2025-07-03,09:57:36,TXN-25587,Sale,Parker V.,Watermelon Mint Refresher,16 oz,seasonal drink,Credit Card,5.75,1.20,4.55,0.42,0.00,4.97,0.27,4.70
2025-07-03,09:58:20,TXN-25599,Sale,Drew I.,Matcha Latte,12 oz,tea,Credit Card,6.00,0.00,6.00,0.55,0.36,6.91,0.32,6.59
2025-07-03,10:00:46,TXN-25546,Sale,Alex G.,Americano,16 oz,coffee,Credit Card,4.00,0.00,4.00,0.36,0.38,4.74,0.27,4.47
2025-07-03,10:06:11,TXN-25565,Sale,Taylor N.,Earl Gray Latte,12 oz,tea,Cash,5.00,0.00,5.00,0.46,0.00,5.46,0.00,5.46
2025-07-03,10:13:56,TXN-25531,Sale,Robin P.,Bourbon Vanilla Affogato,12 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-07-03,10:15:05,TXN-25517,Sale,Quinn I.,Americano,12 oz,coffee,Cash,3.50,0.00,3.50,0.32,0.00,3.82,0.00,3.82
2025-07-03,10:25:54,TXN-25598,Sale,Drew V.,Bourbon Vanilla Affogato,16 oz,seasonal drink,Apple Pay,6.25,0.00,6.25,0.57,0.00,6.82,0.32,6.50
2025-07-03,10:35:56,TXN-25533,Sale,Robin L.,Chamomile Tea,12 oz,tea,Apple Pay,4.00,1.18,2.82,0.26,0.30,3.38,0.23,3.15
2025-07-03,10:37:08,TXN-25564,Sale,Jordan B.,White Mocha,12 oz,coffee,Credit Card,5.75,0.60,5.15,0.47,0.00,5.62,0.29,5.33
2025-07-03,10:39:10,TXN-25532,Sale,Morgan R.,Watermelon Mint Refresher,12 oz,seasonal drink,Credit Card,5.25,0.00,5.25,0.48,1.59,7.32,0.33,6.99
2025-07-03,10:40:59,TXN-25602,Sale,Cameron C.,Dark Mocha,12 oz,coffee,Apple Pay,5.75,0.00,5.75,0.52,1.34,7.61,0.34,7.27
2025-07-03,10:45:03,TXN-25578,Sale,Sam R.,Earl Gray Loose Leaf Tea,16 oz,tea,Cash,4.50,0.00,4.50,0.41,0.00,4.91,0.00,4.91
2025-07-03,10:45:50,TXN-25586,Sale,Casey Q.,Lavender Matcha Latte,16 oz,seasonal drink,Credit Card,6.50,0.65,5.85,0.53,0.00,6.38,0.31,6.07
2025-07-03,10:48:08,TXN-25590,Sale,Jamie S.,Watermelon Mint Refresher,16 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.71,6.98,0.32,6.66
